tbins,-270.55,-266.95,-262.45,-257.1,-253.3,-251.9,-251.3,-250.05,-248.15,-246.15,-244.5,-242.85,-238.5,-233.25,-229.75,-224.75,-218.55,-213.8,-210.25,-204.9,-199.8,-196.7,-192.95,-188.75,-184.7,-180.55
111,0,0.293795746,0.068081043,0.500562645,0.294420017,0,0,0,0.171140506,0.574941442,1.449031334,0.152609546,0.13803186,0,0,0,0,0,0,0,0,0,0,0,0,0.081338982
115,9.403047207,8.898560432,4.533163817,12.82494775,13.09358828,27.60670656,58.15235165,63.85284281,52.76773236,31.12526271,53.63559388,40.7518836,41.28707439,19.61031159,24.81578621,37.89985664,20.72567504,35.21617378,12.15504379,17.58480277,24.83409837,27.80468227,26.18274447,29.89067092,21.87002778,37.36351437
261,0.706852052,0.897745123,1.030856316,0.89815941,0.099642149,0.339102362,0,0.416479055,0.578978708,2.715033655,1.4484991,4.630628581,4.423311501,6.503690008,8.07353751,5.854366629,11.70045171,5.398526912,8.980751846,8.034488823,3.786108875,3.388875834,3.947279965,2.532396722,5.384618682,1.392694893
266,0,0,0,0,0,0,0,0,0,0.392553847,0,0.958419972,1.231716232,1.532286458,1.503570485,1.706241302,4.889807163,3.160573096,3.814750451,3.747400804,2.335588506,1.195318538,2.910679629,1.599053953,1.426771141,0.902517046
311,0.344157312,0.228936545,0.342114695,0.427222583,0.459200546,0.291237538,0,0.219909661,0,0,0,0,0,0.133081924,0.181548064,0,0.190846988,0,0,0,1.073634146,1.19212876,0.960240027,1.615935461,1.226767711,0.777555166
312,1.423966806,0.974032688,0.957448056,0.706761909,0.389806094,0,0,0,0,0,0,0.087457858,0,0.131030365,0,0,0,0,0,0,0,0,0,0,0,0.046029376
315,0.488480797,0.520922954,0.219966371,0.810664046,1.006822688,4.826772435,5.44109298,8.827093351,3.56426046,3.273093041,0.967698233,5.633936962,6.760009687,3.007875292,3.529225936,3.010841839,1.336990504,5.181454171,2.234839677,3.97013318,4.003883567,6.516028429,0.768316244,0.275816558,1.027235786,2.162768098
321,0.752320577,1.978547169,1.942386939,3.77199756,5.730675329,4.561132457,0.451571211,0.098923642,0.337504231,0.337917374,0,0.089086651,0,0.638967307,0.618468965,0,0,0,0.217101856,0.287293472,0,0,0,0,0,0.347889321
322,2.238883065,3.234910312,5.130825923,7.202640599,10.06096652,16.10106073,5.707169412,1.129052505,7.07675874,7.228927127,13.52150225,3.297199913,3.996855692,3.702441914,6.123178949,1.626824759,1.772453914,1.962644247,3.753291385,5.069848778,6.699234552,4.658528293,5.676676565,6.84012274,8.160448529,9.716398665
324,3.991375253,2.322635104,3.074579652,3.193168362,2.288492015,5.860665693,2.790008922,4.038467465,5.360947516,7.671022135,5.791383615,7.467101158,6.681765533,19.84849964,8.397841317,3.685499843,6.283778404,5.854800585,9.654439523,6.828951535,9.65914328,5.538704918,9.851539482,5.810649162,7.95230094,4.161939394
325,1.278046145,0.755324436,1.039443473,1.127876535,1.181162308,2.070986211,2.435632788,2.008691149,0,2.418922391,0.966440225,1.721053602,2.177804947,5.159338768,1.172860972,1.506053058,1.793977611,1.689769981,3.555957333,4.523528573,3.948169951,2.977394574,3.62302267,3.211664269,5.870610726,1.879241145
331,3.411770503,2.669990924,3.075414514,2.407092185,2.831539448,4.466447607,3.989249675,2.527063058,3.166099355,3.99721047,2.895885347,3.569291028,1.963905899,4.305745256,3.133703405,0.896671658,2.353752979,2.010779075,2.219039193,1.780396353,3.00079269,3.409104674,3.164166628,2.679896767,2.957487484,2.524965029
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22381974,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335944436
336,0.299317462,0.46040247,0.243024476,0.162284394,0.034435489,0,0,0.374759738,0.4117914,0.204702604,0,0,0,0.310282723,0.282706502,0,0,0,0,0,0,0,0,0,0,0
341,0.099959391,0.062809849,0.684527554,0.429674682,0.290368783,0,0.45091714,0.223592988,0.89824058,1.203629212,0,0.826515412,0.695668272,0.649307993,0.719587616,0.608117123,0.960232912,0.544245257,0.903746389,1.663791804,2.629518794,2.864500687,2.269070348,2.245794757,1.845981071,2.167537302
351,4.782775653,4.089988309,3.85370507,4.497640635,5.009623957,4.948948541,4.567252977,3.099482154,4.776739057,3.663713125,0.966053146,2.973180694,2.439215366,2.704037364,2.902063513,1.212341604,3.031019602,3.380441926,3.607096779,2.459954603,2.636810723,1.028279192,1.853472969,2.017425468,1.219180783,0.88330897
352,0.032572183,0.030906434,0.100064225,0.115828257,0,0,0,0,0,0.377759027,0,0.612839962,0.575393752,0.771531161,0.618628113,0.201519062,1.00038748,1.088490515,2.002212526,0.580131442,1.145611221,0,0,0,0,0.134631548
356,0.158766029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,64.04195814,65.37988327,66.28620793,53.95918191,50.50566456,16.82412648,6.579701272,6.392977925,9.421622508,24.05996875,12.56319069,18.84838319,19.76562548,22.47575897,28.27952275,34.54426649,32.2369783,24.31698754,34.56561053,23.67854697,16.22085533,23.03204878,22.11124199,27.15544032,25.96881215,20.43669276
364,0,0.061812867,0.033354742,0.05769121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0.029780214,0.034507647,0,0.067960588,0,0,0,0,0,0,0.266348933,0.257243736,0.20693804,0.279364395,0.487944289,1.176531473,1.416053882,0.677012888,0.771875854,0,0,0,0.068463894,0.121648035,0
366,0,0,0,0,0,0,0,0,0,0.334663742,0,0.263339808,0.175448114,0.778183185,0.334926935,0.485914792,1.333460724,0.874093601,2.038950371,2.522712886,1.198334327,1.256651089,1.439812,1.103308861,0.649175297,0.043491634
422,0.270364411,0.272046774,0.195735483,0.243716384,0.283358783,0,0,0.166689343,0,0.130145305,0,0.378901233,0,0.20722816,0.197244034,0,0,0.272122629,0,0.090412745,0.355092368,0,0,0,0.85522255,0.493459409
431,0,0,0,0.028890189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504454017,0.218156535,0,0.461044215,0,0.660600298
441,0.843325591,0.764592674,0.881654475,1.169584516,1.139898897,3.26172982,2.487566094,1.018853373,2.078105298,1.434084626,0,0.725668329,0.953583152,1.156478191,1.420753852,1.362757268,0.719783224,0.544245257,1.122063667,1.444494976,1.359862846,1.429383582,1.023520437,0.921321089,0.855951238,0.929163329
451,0.5148172,0.403112946,0.384235492,0.057914128,0.128137345,0,0,0,0,0,0,0.088506911,0.155034164,0.827876498,0.730827442,0.485681899,1.927313068,0,0.445991011,0.956579092,0,0.218923696,0,0,0.244753446,0.413258035
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179397418,0,0,0,0,0,0,0,0,0,0,0,0
461,0.645445756,0.714522036,0.866070376,1.134474912,0.910799338,1.982635452,1.108390172,1.311377196,1.900540847,1.70536392,1.931041824,1.190757515,1.763793259,1.221319882,1.438081089,0.51216517,0.896431472,1.089933658,1.569614088,2.032994189,2.317317717,1.78530619,1.983906608,1.969594528,1.155227694,1.4742964
525,0.386805292,0.540641037,0.378510721,0.652838015,0.554063149,0.822452194,0.448758702,0.581627414,0,0,0,0,0,0,0,0,0,0,0,0,0.200855778,0,0,0,0,0.043404126
531,1.063497916,1.221874961,1.349336453,1.152152319,1.272815787,3.673184467,3.189058163,2.077621984,3.610257559,3.769425491,1.932590141,2.640520595,2.941230754,2.773811085,3.124273887,2.607703904,4.014899388,3.46270107,3.391393804,7.476807498,6.215673141,5.266322171,5.925011984,4.016008444,5.16069714,5.25106793
532,0.543838216,0.835950718,0.85833796,0.700520202,0.587838605,1.321604601,0.654071859,0.911848963,1.815835356,1.004789286,0.96639184,1.437008809,0.675813608,0.543331512,0.518046586,0.536818567,0.369220317,0.572867591,0.216964262,0.988961685,1.382066361,1.574861648,1.488624141,1.139970722,2.141656951,0.861388136
533,0.265725806,0.203347348,0.196610101,0.220510607,0.427427947,0.548976228,0.454187499,0.194351881,0.410144234,0.305810773,0,0.424424595,0.207439291,0.20722816,0.392836908,0.205112269,0.191165464,0.572055823,0.652314599,0.714798131,0.592325859,0.539879887,0.224806213,0.071789039,0.828646869,0.301247387
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217833519,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217833519,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216574409,0.152150568,0,0,0,0,0,0.327937425
542,0.059622217,0.031349537,0.033513763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125665483,0,0,0,0,0,0,0,0,0
546,0.059639208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,1.742212496,2.035430515,2.137168294,1.313210663,1.177816626,0.331658173,1.093019483,0.167816892,1.317279508,1.141626024,0.482542724,0.599837231,0.493598129,0.206792981,0.732538283,0.280236925,0.580157858,0.817390112,1.775914743,1.857168952,2.419036032,1.802062615,2.589418288,2.973873735,2.323657499,3.029625504
632,0,0,0,0,0,0,0,0,0,0.130667114,0,0,0,0,0.139473316,0,0.123860783,0,0,0.239127765,0.382293721,0.438291539,0.224440853,0.422464001,0,0.128812245
636,0,0.03003869,0.034984711,0.029001648,0.033206463,0.160572445,0,0.360477449,0.336021782,0.798766812,0.482155645,0.36509791,0.240437183,0.20722816,0.339402972,0.283064913,0.26515815,0.573649293,0.229324872,0.542646549,1.09923783,1.428899058,1.558188748,0.977294372,0.753120499,0.727281637
646,0.150457319,0.056107916,0.034169726,0.203791748,0.140268287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
